brand,model,OS,RAM,approx_price_EUR,battery_removable,battery_type,battery_mah,CPU_cores,CPU_speed,primary_camera_mp,secondary_camera_mp,internal_memory_gb
Sony,Xperia E3,Android,1,170.0,False,Li-Ion,2330,4,1.2,5,0.6,4
Sony,Xperia Z3 Tablet Compact,Android,3,380.0,False,Li-Ion,4500,4,2.5,8.1,2.2,16
Sony,Xperia Z3 Dual,Android,3,400.0,False,Li-Ion,3100,4,2.5,20.7,2.2,32
Sony,Xperia Z3v,Android,3,370.0,False,Li-Ion,3200,4,2.5,20.7,2.2,32
Sony,Xperia Z3,Android,3,300.0,False,Li-Ion,3100,4,2.5,20.7,2.2,32
Sony,Xperia Z3 Compact,Android,2,300.0,False,Li-Ion,2600,4,2.5,20.7,2.2,16
Sony,Xperia M2 Aqua,Android,1,200.0,False,Li-Ion,2300,4,1.2,8,0.6,8
Sony,Xperia C3 Dual,Android,1,250.0,False,Li-Ion,2500,4,1.2,8,5,8
Sony,Xperia C3,Android,1,190.0,False,Li-Ion,2500,4,1.2,8,5,8
Sony,Xperia Z2a,Android,3,250.0,False,Li-Ion,3000,4,2.3,20.7,0.6,16
Sony,Xperia T3,Android,1,200.0,False,Li-Ion,2500,4,1.4,8,1.1,8
Sony,Xperia M2,Android,1,170.0,False,Li-Ion,2300,4,1.2,8,0.6,8
Sony,Xperia M2 dual,Android,1,180.0,False,Li-Ion,2300,4,1.2,8,0.6,8
Sony,Xperia Z2 Tablet LTE,Android,3,350.0,False,Li-Po,6000,4,2.3,8.1,2.2,16
Sony,Xperia Z2 Tablet Wi-Fi,Android,3,380.0,False,Li-Po,6000,4,2.3,8.1,2.2,32
Sony,Xperia Z2,Android,3,260.0,False,Li-Ion,3200,4,2.3,20.7,2.2,16
Sony,Xperia E1 dual,Android,0.512,120.0,True,Li-Ion,1750,2,1.2,3.15,0,4
Sony,Xperia E1,Android,0.512,140.0,True,Li-Ion,1700,2,1.2,3.15,0,4
Sony,Xperia T2 Ultra dual,Android,1,280.0,False,Li-Ion,3000,4,1.4,13,1.1,8
Sony,Xperia T2 Ultra,Android,1,230.0,False,Li-Ion,3000,4,1.4,13,1.1,8
Sony,Xperia Z1s,Android,2,260.0,False,Li-Ion,3000,4,2.2,20.7,2,32
Sony,Xperia Z1 Compact,Android,2,320.0,False,Li-Ion,2300,4,2.2,20.7,2,16
Sony,Xperia Z1,Android,2,330.0,False,Li-Ion,3000,4,2.2,20.7,2,16
Sony,Xperia Z Ultra,Android,2,280.0,False,Li-Ion,3050,4,2.2,8,2,16
Sony,Xperia C,Android,1,220.0,False,Li-Ion,2390,4,1.2,8,0.6,4
Sony,Xperia M,Android,1,130.0,True,Li-Po,1750,2,1.0,5,0.6,4
Sony,Xperia ZR,Android,2,230.0,True,Li-Ion,2300,4,1.5,13.1,0.6,8
Sony,Xperia L,Android,1,130.0,True,Li-Ion,1750,2,1.0,8,0.6,8
Sony,Xperia SP,Android,1,180.0,False,Li-Ion,2370,2,1.7,8,0.6,8
Sony,Xperia Tablet Z LTE,Android,2,350.0,False,Li-Po,6000,4,1.5,8.1,2.2,16
Sony,Xperia Tablet Z Wi-Fi,Android,2,300.0,False,Li-Po,6000,4,1.5,8.1,2.2,32
Sony,Xperia Z,Android,2,270.0,False,Li-Ion,2330,4,1.5,13.1,2.2,16
Sony,Xperia ZL,Android,2,260.0,False,Li-Ion,2370,4,1.5,13,2,16
Sony,Xperia E dual,Android,0.512,100.0,True,Li-Ion,1530,1,1.0,3.15,0,4
Sony,Xperia E,Android,0.512,80.0,True,Li-Ion,1530,1,1.0,3.15,0,4
Sony,Xperia T LTE,Android,1,350.0,False,Li-Ion,1850,2,1.5,13,1.3,16
Sony,Xperia Tablet S 3G,Android,1,260.0,False,Li-Ion,6000,4,1.3,8,1,64
Sony,Xperia Tablet S,Android,1,190.0,False,Li-Ion,6000,4,1.3,8,1,64
Sony,Xperia V,Android,1,230.0,True,Li-Ion,1750,2,1.5,13,0.6,8
Sony,Xperia J,Android,0.512,140.0,True,Li-Ion,1750,1,1.0,5,0.6,4
Sony,Xperia TX,Android,1,330.0,True,Li-Ion,1750,2,1.5,13,1.3,16
Sony,Xperia T,Android,1,230.0,False,Li-Ion,1850,2,1.5,13,1.3,16
Sony,Xperia SL,Android,1,240.0,False,Li-Ion,1750,2,1.7,12,1.3,32
Sony,Xperia tipo dual,Android,0.512,90.0,True,Li-Ion,1500,1,0.8,3.15,0,2.9
Sony,Xperia tipo,Android,0.512,80.0,True,Li-Ion,1500,1,0.8,3.15,0,2.9
Sony,Xperia miro,Android,0.512,150.0,True,Li-Ion,1500,1,0.8,5,0.6,4
Sony,Xperia go,Android,0.512,160.0,False,Li-Ion,1305,2,1.0,5,0,8
Sony,Xperia acro S,Android,1,230.0,False,Li-Ion,1910,2,1.5,12,1.3,16
Sony,Xperia SX SO-05D,Android,1,220.0,True,Li-Ion,1500,2,1.5,8,0.6,4
Sony,Xperia GX SO-04D,Android,1,290.0,True,Li-Ion,1700,2,1.5,13,1.3,16
Sony,Xperia acro HD SO-03D,Android,1,290.0,True,Li-Ion,1910,2,1.5,12,1.3,11
Sony,Xperia acro HD SOI12,Android,1,280.0,True,Li-Ion,1900,2,1.5,12,1.3,11
Sony,Xperia sola,Android,0.512,120.0,False,Li-Ion,1320,2,1.0,5,0,8
Sony,Xperia U,Android,0.512,140.0,True,Li-Ion,1320,2,1.0,5,0.6,8
Sony,Xperia P,Android,1,210.0,False,Li-Ion,1305,2,1.0,8,0.6,16
Sony,Xperia S,Android,1,230.0,False,Li-Ion,1750,2,1.5,12,1.3,32
Sony,Xperia ion HSPA,Android,1,250.0,False,Li-Ion,1900,2,1.5,12,1.3,13.2
Sony,Xperia ion LTE,Android,1,210.0,False,Li-Ion,1900,2,1.5,12,1.3,16
Sony,Tablet P,Android,1,210.0,False,Li-Ion,3080,2,1.0,5,0.6,4
Sony,Tablet P 3G,Android,1,180.0,False,Li-Ion,3080,2,1.0,5,0.6,4
Sony,Tablet S 3G,Android,1,260.0,False,Li-Ion,,2,1.0,5,0.6,32
Sony,Tablet S,Android,1,180.0,False,Li-Ion,,2,1.0,5,0.6,32
Sony,D 2403,Android,1,200.0,True,Li-Ion,,4,1.2,8,0.6,16
Sony Ericsson,Xperia X10,Android,0.384,120.0,True,Li-Po,1500,1,1.0,8,0,1
Spice,Mi-498 Dream Uno,Android,1,90.0,True,Li-Ion,1700,4,1.3,5,2,4
Spice,Mi-496 Spice Coolpad 2,Android,1,110.0,,Li-Ion,1700,4,1.2,5,0,4
Spice,Mi-525 Pinnacle FHD,Android,1,160.0,True,Li-Ion,2100,4,1.5,8,2,8
Spice,Mi-515 Coolpad,Android,1,130.0,True,Li-Ion,2000,4,1.2,5,0.6,4
Spice,Mi-535 Stellar Pinnacle Pro,Android,1,210.0,True,Li-Po,2550,4,1.2,8,5,16
Spice,Mi-500 Stellar Horizon,Android,0.512,180.0,True,Li-Ion,2400,2,1.0,5,0.6,4
T-Mobile,myTouch Q 2,Android,1,290.0,True,Li-Ion,1500,1,1.4,5,0.6,4
T-Mobile,myTouch 2,Android,1,290.0,True,Li-Ion,1500,1,1.4,5,0.6,4
T-Mobile,myTouch Q,Android,0.512,190.0,True,Li-Ion,1500,1,1.0,5,0,2
T-Mobile,G2x,Android,0.512,350.0,True,Li-Ion,1500,2,1.0,8,1.3,8
T-Mobile,Sidekick 4G,Android,0.512,310.0,True,Li-Ion,1500,1,1.0,3.15,0.6,1
T-Mobile,myTouch 4G,Android,0.768,280.0,True,Li-Ion,1400,1,1.0,5,0.6,4
T-Mobile,G2,Android,0.512,420.0,True,Li-Ion,1300,1,0.8,5,0,4
T-Mobile,HD2,Windows,0.576,230.0,True,Li-Ion,1230,1,1.0,5,0,1
Toshiba,Excite Pro,Android,2,210.0,False,Li-Po,,4,0.0,8,1.2,32
Toshiba,Excite Write,Android,2,440.0,False,Li-Po,,4,0.0,8,1.2,32
Toshiba,Excite 10 SE,Android,1,250.0,False,Li-Po,,4,1.5,3.15,1.2,16
Toshiba,Excite 13 AT335,Android,1,540.0,False,Li-Po,,4,1.5,5,2,64
Toshiba,Excite 10 AT305,Android,1,290.0,False,Li-Po,,4,1.5,5,2,64
Toshiba,Excite 7.7 AT275,Android,1,410.0,False,Li-Po,,4,1.5,5,2,64
Toshiba,Excite AT200,Android,1,530.0,False,Li-Ion,,1,1.2,5,2,32
Toshiba,Thrive 7,Android,1,250.0,False,Li-Ion,,2,1.0,5,2,32
Toshiba,Thrive,Android,1,300.0,False,Li-Ion,,2,1.0,5,2,32
Vertu,Signature Touch (2015),Android,4,9000.0,False,Li-Ion,3160,8,1.56,21,2.1,64
Vertu,Aster,Android,2,5440.0,False,Li-Ion,2275,4,2.3,13,2.1,64
Vertu,Signature Touch,Android,2,8290.0,False,Li-Ion,2275,4,2.3,13,2.1,64
verykool,SL5011 Spark LTE,Android,1,160.0,False,Li-Po,2200,4,1.0,13,8,16
verykool,SL6010 Cyprus LTE,Android,1,190.0,False,Li-Po,2500,4,1.0,13,8,16
verykool,s5518Q Maverick,Android,1,140.0,,Li-Ion,2600,4,1.3,8,5,8
verykool,s5017Q Dorado,Android,1,110.0,,Li-Ion,1850,4,1.3,8,5,8
verykool,s5518 Maverick,Android,1,140.0,,Li-Ion,2600,4,1.3,8,5,8
verykool,s5012 Orbit,Android,0.512,110.0,,Li-Ion,1800,2,1.2,8,1.3,4
verykool,SL4500 Fusion,Android,1,160.0,,Li-Ion,1700,4,1.2,8,1.3,8
verykool,s4510 Luna,Android,0.512,90.0,,Li-Ion,1650,2,1.2,5,0.6,4
verykool,s5014 Atlas,Android,1,130.0,,Li-Ion,1900,4,1.3,8,2,8
verykool,s5015 Spark II,Android,1,180.0,,Li-Ion,2100,4,1.3,8,5,8
verykool,s4010 Gazelle,Android,0.512,80.0,,Li-Ion,1400,2,1.0,8,1.3,4
verykool,s354,Android,0.512,60.0,True,Li-Ion,1200,2,1.2,2,0.6,4
vivo,V5s,Android,4,280.0,False,Li-Ion,3000,8,1.5,13,20,64
vivo,Y67,Android,4,270.0,False,Li-Ion,3000,8,1.5,13,16,32
vivo,Xplay6,Android,6,700.0,False,Li-Ion,4080,4,2.15,12,16,128
vivo,V5,Android,4,250.0,False,Li-Ion,3000,8,1.5,13,20,32
vivo,X7 Plus,Android,4,680.0,False,Li-Ion,4000,8,1.8,16,16,64
vivo,X7,Android,4,640.0,False,Li-Ion,3000,8,1.8,13,16,64
vivo,V3Max,Android,4,300.0,False,Li-Ion,3000,8,1.8,13,8,32
vivo,V3,Android,3,260.0,False,Li-Ion,2550,8,1.5,13,8,32
vivo,X6S Plus,Android,4,410.0,False,Li-Ion,3000,8,1.8,16,8,64
vivo,X6S,Android,4,350.0,False,Li-Ion,2400,8,1.8,13,8,64
vivo,Xplay5 Elite,Android,6,610.0,False,Li-Ion,3600,4,2.15,16,8,128
vivo,Xplay5,Android,4,520.0,False,Li-Ion,3600,8,1.8,16,8,128
vivo,Y51,Android,2,130.0,False,Li-Ion,2350,4,1.2,8,5,16
vivo,Y31,Android,1,130.0,True,Li-Po,2100,4,1.3,8,2,8
vivo,X5Max Platinum Edition,Android,3,440.0,False,Li-Po,4150,8,1.7,13,5,32
vivo,X5Max+,Android,2,430.0,False,Li-Ion,2300,8,1.7,13,5,16
vivo,X5Max,Android,2,470.0,False,Li-Po,2300,8,1.7,13,5,16
vivo,Y28,Android,1,100.0,True,Li-Po,2100,4,1.3,8,5,8
vivo,Y15,Android,0.512,110.0,True,Li-Ion,1900,4,1.3,5,2,4
Vodafone,Smart N8,Android,1.5,100.0,,Li-Ion,2400,4,1.3,13,5,16
Vodafone,Tab Prime 7,Android,2,190.0,False,Li-Po,5830,8,1.4,5,2,16
Vodafone,Smart Turbo 7,Android,1,60.0,,Li-Ion,2000,4,1.0,5,2,8
Vodafone,Smart Platinum 7,Android,3,380.0,False,Li-Ion,3000,8,1.8,16,8,32
Vodafone,Smart ultra 7,Android,2,160.0,False,Li-Ion,2960,8,1.8,13,5,16
Vodafone,Smart prime 7,Android,1,100.0,,Li-Ion,2540,4,1.1,8,5,8
Vodafone,Smart first 7,Android,0.512,30.0,True,Li-Ion,1400,4,1.3,2,0,4
Vodafone,Smart speed 6,Android,1,70.0,False,Li-Ion,1780,4,1.0,5,2,8
Vodafone,Smart ultra 6,Android,2,170.0,True,Li-Ion,3000,8,1.5,13,5,16
Vodafone,Tab Prime 6,Android,1,210.0,False,,4600,4,1.3,5,2,16
Vodafone,Smart prime 6,Android,1,110.0,False,Li-Ion,,4,1.2,8,2,8
Vodafone,Smart first 6,Android,0.512,60.0,True,Li-Ion,1400,2,1.0,2,0,4
Vodafone,Smart 4 turbo,Android,1,100.0,True,Li-Ion,1880,4,1.2,5,0.6,4
Vodafone,Smart 4 power,Android,1,150.0,False,Li-Ion,3000,4,1.3,5,0.6,4
Vodafone,Smart 4 mini,Android,0.512,50.0,True,Li-Ion,1400,2,1.3,3.15,0,4
Vodafone,Smart Mini,Android,0.512,50.0,True,Li-Ion,,1,1.0,2,0,4
Vodafone,Smart III 975,Android,0.512,110.0,True,Li-Ion,1500,1,1.0,5,0,4
Vodafone,Smart Tab II 10,Android,1,270.0,False,Li-Ion,6340,2,1.5,5,1.3,16
Vodafone,Smart Tab II 7,Android,1,180.0,False,Li-Ion,3550,1,1.0,2,0.6,4
Wiko,Lenny,Android,0.512,100.0,True,Li-Ion,1800,2,1.3,5,1.3,4
Wiko,Birdy,Android,1,130.0,,Li-Ion,2000,4,1.3,5,2,4
Wiko,Goa,Android,0.512,50.0,,Li-Ion,1300,2,1.0,2,1.3,4
Wiko,Rainbow 4G,Android,1,160.0,,Li-Po,2500,4,1.3,8,2,8
Wiko,Highway 4G,Android,2,300.0,False,Li-Ion,2350,4,2.0,16,8,16
Wiko,Highway Signs,Android,1,200.0,False,Li-Ion,2000,8,1.4,8,5,8
Wiko,Highway,Android,2,350.0,False,Li-Ion,2350,8,2.0,16,8,32
Xiaomi,Mi Max 2,Android,4,280.0,False,Li-Ion,5300,8,2.0,12,5,128
Xiaomi,Mi 6,Android,6,400.0,False,Li-Po,3350,8,2.45,12,8,128
Xiaomi,Mi Pad 3,Android,4,290.0,False,Li-Po,6600,6,2.1,13,5,64
Xiaomi,Mi 5c,Android,3,300.0,False,Li-Ion,2860,8,2.2,12,8,64
Xiaomi,Redmi 4a,Android,2,110.0,False,Li-Ion,3120,4,1.4,13,5,32
Xiaomi,Redmi 4 (China),Android,2,130.0,False,Li-Po,4100,8,1.4,13,5,16
Xiaomi,Redmi 4 Prime,Android,3,160.0,False,Li-Po,4100,8,2.0,13,5,32
Xiaomi,Redmi 3x,Android,2,170.0,False,Li-Ion,4100,8,1.4,13,5,32
Xiaomi,Redmi 3s Prime,Android,3,150.0,False,Li-Ion,4100,8,1.4,13,5,32
Xiaomi,Redmi 3s,Android,2,120.0,False,Li-Ion,4100,8,1.4,13,5,16
Xiaomi,Redmi 3 Pro,Android,3,250.0,False,Li-Ion,4100,8,1.5,13,5,32
Xiaomi,Mi Max,Android,3,170.0,False,Li-Ion,4850,6,1.4,16,5,64
Xiaomi,Mi 4s,Android,3,220.0,False,Li-Ion,3260,6,1.4,13,5,64
Xiaomi,Redmi 3,Android,2,160.0,False,Li-Ion,4100,8,1.5,13,5,16
Xiaomi,Redmi Note Prime,Android,2,140.0,True,Li-Po,3100,4,1.2,13,5,16
Xiaomi,Mi Pad 2,Android,2,180.0,False,Li-Po,6190,4,2.24,8,5,64
Xiaomi,Redmi Note 3 (MediaTek),Android,2,180.0,False,Li-Po,4000,8,2.0,13,5,16
Xiaomi,Mi 4c,Android,2,210.0,False,Li-Ion,3080,6,1.4,13,5,16
Xiaomi,Redmi 2 Prime,Android,2,120.0,True,Li-Po,2200,4,1.2,8,2,16
Xiaomi,Mi 4i,Android,2,260.0,False,Li-Ion,3120,8,1.7,13,5,32
Xiaomi,Mi Note Pro,Android,4,250.0,False,Li-Ion,3000,8,1.5,13,4,64
Xiaomi,Mi Note,Android,3,190.0,False,Li-Ion,3000,4,2.5,13,4,64
Xiaomi,Redmi 2A,Android,1,130.0,True,Li-Ion,2200,4,1.5,8,2,8
Xiaomi,Redmi 2,Android,1,130.0,True,Li-Po,2200,4,1.2,8,2,8
Xiaomi,Mi 4 LTE,Android,3,230.0,False,Li-Ion,3080,4,2.5,13,8,16
Xiaomi,Redmi Note 4G,Android,2,160.0,True,Li-Po,3100,4,1.6,13,5,8
Xiaomi,Mi Pad 7.9,Android,2,240.0,False,Li-Po,6700,4,2.2,8,5,64
Xiaomi,Mi 3,Android,2,200.0,False,Li-Ion,3050,4,2.3,13,2,64
Xiaomi,Redmi 1S,Android,1,90.0,True,Li-Ion,2000,4,1.6,8,1.6,8
Xiaomi,Redmi,Android,1,100.0,True,Li-Po,2000,4,1.5,8,1.3,4
Xiaomi,Mi 2S,Android,2,250.0,True,Li-Ion,2000,4,1.7,8,2,32
Xiaomi,Mi 2,Android,2,250.0,True,Li-Ion,2000,4,1.5,8,2,32
Xiaomi,Mi 1S,Android,1,190.0,True,Li-Ion,1930,2,1.7,8,2,4
XOLO,Black 1X,Android,3,140.0,False,Li-Po,2400,8,1.3,13,5,32
XOLO,Black,Android,2,180.0,False,Li-Po,3200,8,1.5,13,5,16
XOLO,Era,Android,1,60.0,True,Li-Ion,2100,4,1.2,8,2,8
XOLO,Prime,Android,1,80.0,True,Li-Ion,1800,4,1.3,5,0.6,8
XOLO,A1010,Android,0.512,80.0,True,Li-Po,2500,2,1.0,5,0.6,4
XOLO,Win Q1000,Windows,1,120.0,True,Li-Po,2200,4,1.2,8,2,8
XOLO,8X-1020,Android,1,120.0,False,Li-Po,2500,8,1.4,8,5,8
XOLO,Omega 5.5,Android,1,130.0,True,Li-Ion,2600,8,1.4,13,2,8
XOLO,Omega 5.0,Android,1,110.0,False,Li-Ion,2100,8,1.4,8,2,8
XOLO,Opus 3,Android,1,120.0,True,Li-Po,2500,4,1.3,8,5,8
XOLO,Q1020,Android,1,150.0,True,Li-Po,2100,4,1.3,13,2,8
XOLO,One,Android,1,80.0,True,Li-Ion,1700,4,1.3,5,0.6,8
XOLO,Opus HD,Android,1,120.0,True,Li-Ion,2500,4,1.2,8,2,8
XOLO,Play 8X-1100,Android,2,190.0,True,Li-Po,2100,8,1.7,13,5,16
XOLO,Play 8X-1200,Android,2,270.0,False,Li-Ion,2300,8,2.0,13,5,32
XOLO,Hive 8X-1000,Android,2,170.0,False,Li-Ion,1920,8,1.4,8,2,16
XOLO,Win Q900s,Windows,1,120.0,True,Li-Po,1800,4,1.2,8,2,8
XOLO,A500S Lite,Android,0.512,60.0,True,Li-Ion,1400,2,1.3,3.15,0.6,4
XOLO,Q1010i,Android,1,160.0,False,Li-Ion,2250,4,1.3,8,2,8
XOLO,A510s,Android,1,100.0,True,Li-Ion,1400,2,1.3,5,0.6,4
XOLO,Q2500,Android,1,170.0,True,Li-Po,3000,4,1.3,8,2,4
XOLO,A500 Club,Android,0.512,80.0,True,Li-Ion,1400,2,1.3,5,0.6,4
XOLO,Q1010,Android,1,140.0,True,Li-Po,2250,4,1.3,8,2,4
XOLO,Q1100,Android,1,140.0,True,Li-Ion,2000,4,1.4,8,2,8
XOLO,Q700s,Android,1,120.0,True,Li-Ion,1800,4,1.3,8,0.6,4
XOLO,Q3000,Android,2,250.0,True,Li-Ion,4000,4,1.5,13,5,16
XOLO,Q1000 Opus,Android,1,100.0,True,Li-Po,2000,4,1.2,5,0.6,4
XOLO,LT900,Android,1,190.0,True,Li-Ion,1810,2,1.5,8,1,8
XOLO,Play Tegra Note,Android,1,190.0,False,Li-Ion,4100,4,1.8,5,0.6,16
XOLO,Q500,Android,1,90.0,True,Li-Ion,1450,4,1.2,5,0.6,4
XOLO,Q800 X-Edition,Android,1,100.0,True,Li-Ion,2100,4,1.2,8,1,4
XOLO,A500S IPS,Android,0.512,120.0,True,Li-Ion,1400,2,1.3,5,0.6,4
XOLO,Q2000,Android,1,160.0,True,Li-Po,2600,4,1.2,13,2,8
XOLO,Q900,Android,1,120.0,True,Li-Po,1800,4,1.2,8,2,4
XOLO,A600,Android,0.512,80.0,True,Li-Po,1900,2,1.3,5,0.6,4
XOLO,A500L,Android,0.512,80.0,True,Li-Ion,1500,2,1.3,3.15,0.6,4
XOLO,Q700i,Android,1,120.0,True,Li-Ion,2400,4,1.2,8,2,4
XOLO,Tab,Android,1,120.0,False,Li-Ion,4000,4,1.2,2,0.6,4
XOLO,Q1000s,Android,1,170.0,True,Li-Po,2500,4,1.5,13,5,16
XOLO,A500S,Android,0.512,120.0,True,Li-Ion,1400,2,1.3,5,0.6,4
XOLO,Play,Android,1,170.0,True,Li-Ion,2000,4,1.5,8,2,4
XOLO,Q600,Android,0.512,120.0,True,Li-Ion,2000,4,1.2,5,0.6,4
XOLO,X1000,Android,1,170.0,True,Li-Ion,1900,1,2.0,8,1.3,8
XOLO,X910,Android,1,140.0,True,Li-Ion,2000,1,1.6,5,0.6,4
XOLO,X500,Android,0.512,100.0,True,Li-Ion,1500,1,1.2,5,0,4
XOLO,Q1000,Android,1,150.0,True,Li-Ion,2100,4,1.2,8,1.2,4
XOLO,Q800,Android,1,130.0,True,Li-Ion,2100,4,1.2,8,1,4
XOLO,Q700,Android,1,100.0,True,Li-Ion,2400,4,1.2,5,0.6,4
Yezz,Andy A5,Android,0.512,190.0,True,Li-Ion,2000,4,1.2,13.1,2,4
Yota,YotaPhone 2,Android,2,150.0,False,Li-Ion,2500,4,2.3,8,2.1,32
Yota,YotaPhone,Android,2,420.0,False,Li-Ion,1800,2,1.7,13,1,32
YU,Yureka Black,Android,4,9000.0,,Li-Po,3000,8,1.4,13,8,32
YU,Yunique Plus,Android,2,80.0,False,Li-Po,2000,4,1.2,8,2,8
YU,Yureka S,Android,3,170.0,,Li-Ion,3000,8,1.7,13,5,16
YU,Yunicorn,Android,4,180.0,False,Li-Po,4000,8,1.8,13,5,32
YU,Yureka Note,Android,3,180.0,False,Li-Po,4000,8,1.5,13,8,16
YU,Yutopia,Android,4,420.0,False,Li-Po,3000,8,2.0,21,8,32
YU,Yunique,Android,1,70.0,False,Li-Po,2000,4,1.2,8,2,8
YU,Yuphoria,Android,2,90.0,True,Li-Ion,2230,4,1.2,8,5,16
YU,Yureka Plus,Android,2,130.0,True,Li-Po,2500,8,1.7,13,5,16
YU,Yureka,Android,2,130.0,True,Li-Po,2500,8,1.7,13,5,16
ZTE,Axon 7s,Android,6,700.0,False,Li-Ion,3400,4,2.35,20,8,128
ZTE,nubia N1 lite,Android,2,160.0,False,Li-Ion,3000,4,1.5,8,5,16
ZTE,Blade V8 Lite,Android,2,170.0,False,Li-Ion,2500,8,1.5,8,5,16
ZTE,Blade A2 Plus,Android,4,200.0,False,Li-Ion,5000,8,1.5,13,8,32
ZTE,Hawkeye,Android,3,190.0,,Li-Ion,3000,8,2.0,13,8,32
ZTE,Blade V8 Pro,Android,3,260.0,False,Li-Ion,3140,8,2.0,13,8,32
ZTE,Axon 7 Max,Android,4,500.0,False,Li-Ion,4100,8,2.0,13,13,64
ZTE,nubia Z11 mini S,Android,4,270.0,False,Li-Ion,3000,8,2.0,23,13,128
ZTE,Axon 7 mini,Android,3,270.0,False,Li-Ion,2705,8,1.5,16,8,32
ZTE,Zmax Pro,Android,2,110.0,False,Li-Ion,3400,8,1.5,13,5,32
ZTE,nubia N1,Android,3,230.0,False,Li-Po,5000,8,2.0,13,13,64
ZTE,nubia Z11 Max,Android,4,360.0,False,Li-Ion,4000,8,1.8,16,8,64
ZTE,Axon 7,Android,4,410.0,False,Li-Ion,3250,4,2.15,20,8,64
ZTE,Blade L110,Android,0.512,70.0,True,Li-Ion,1400,4,1.3,5,2,4
ZTE,Grand X Max 2,Android,2,210.0,False,Li-Ion,3400,8,1.5,13,5,16
ZTE,nubia Z11 mini,Android,3,250.0,False,Li-Ion,2800,8,1.2,16,8,64
ZTE,Blade L5 Plus,Android,1,90.0,True,Li-Ion,2150,4,1.3,8,2,8
ZTE,Blade V Plus,Android,2,270.0,False,Li-Ion,3000,8,1.3,13,5,16
ZTE,Blade A512,Android,2,170.0,False,Li-Ion,2540,4,1.4,13,5,16
ZTE,Blade V7,Android,2,180.0,False,Li-Ion,2500,8,1.3,13,5,16
ZTE,Blade A2,Android,2,130.0,False,Li-Ion,2500,8,1.5,13,5,16
ZTE,Blade V7 Lite,Android,2,120.0,False,Li-Ion,2500,4,1.0,13,8,16
ZTE,nubia Prague S,Android,3,390.0,False,Li-Ion,2200,8,1.5,13,8,64
ZTE,Grand X 3,Android,2,120.0,True,Li-Ion,3080,4,1.3,8,2,16
ZTE,Avid Plus,Android,1,110.0,True,Li-Ion,2300,4,1.1,5,2,8
ZTE,Blade X9,Android,2,170.0,False,Li-Ion,3000,8,1.5,13,5,16
ZTE,Axon,Android,2,290.0,False,Li-Ion,3000,4,2.3,13,8,32
ZTE,Blade S7,Android,3,280.0,False,Li-Ion,2500,8,1.5,13,13,32
ZTE,Axon mini,Android,3,330.0,False,Li-Ion,2800,8,1.5,13,8,32
ZTE,Zmax 2,Android,2,130.0,True,Li-Ion,3000,4,1.2,8,2,16
ZTE,Axon Elite,Android,3,420.0,False,Li-Ion,3000,8,1.5,13,8,32
ZTE,Axon Lux,Android,4,450.0,False,Li-Ion,3000,8,1.5,13,8,128
ZTE,Axon Pro,Android,4,350.0,False,Li-Ion,3000,8,1.5,13,8,64
ZTE,Obsidian,Android,1,130.0,True,Li-Ion,1800,4,1.0,5,2,4
ZTE,Grand X2,Android,2,130.0,True,Li-Ion,2480,4,1.2,8,2,16
ZTE,Blade Apex 3,Android,1,110.0,False,Li-Ion,2000,4,1.2,5,2,8
ZTE,Maven,Android,1,50.0,False,Li-Ion,2100,4,1.2,5,0.6,8
ZTE,Blade Qlux 4G,Android,1,70.0,True,Li-Ion,2200,4,1.3,8,5,8
ZTE,Blade S6 Plus,Android,2,280.0,False,Li-Ion,3000,8,1.7,13,5,16
ZTE,nubia Z9 Max,Android,3,200.0,False,Li-Ion,2900,8,1.5,16,8,16
ZTE,nubia Z9 mini,Android,2,170.0,False,Li-Ion,2900,8,1.5,16,8,16
ZTE,Grand S3,Android,3,300.0,False,Li-Ion,3100,4,2.5,16,8,16
ZTE,Blade L3 Plus,Android,1,100.0,True,Li-Ion,2000,4,1.3,13,5,8
ZTE,Blade L3,Android,1,80.0,True,Li-Ion,2000,4,1.3,8,2,8
ZTE,Blade G Lux,Android,0.512,100.0,True,Li-Ion,1850,2,1.3,5,2,4
ZTE,Blade G,Android,0.512,70.0,True,Li-Ion,1200,2,1.0,2,0.6,4
ZTE,V5 Lux,Android,1,210.0,False,Li-Ion,2400,4,1.2,13,5,8
ZTE,Blade S6,Android,2,220.0,False,Li-Ion,2400,8,1.5,13,5,16
ZTE,Star 2,Android,2,330.0,False,Li-Po,2400,4,2.3,13,5,16
ZTE,Speed,Android,1,80.0,False,Li-Po,2000,4,1.2,5,2,8
ZTE,Grand S II,Android,2,180.0,True,Li-Ion,2500,4,2.2,13,5,16
ZTE,Zmax,Android,2,200.0,False,Li-Ion,3400,4,1.2,8,1.6,16
ZTE,Blade Vec 4G,Android,1,180.0,False,Li-Ion,2300,4,1.2,8,2,16
ZTE,Blade Vec 3G,Android,1,170.0,True,Li-Ion,2300,4,1.3,8,5,8
ZTE,Kis 3 Max,Android,0.512,120.0,True,Li-Ion,1850,2,1.3,5,2,4
ZTE,nubia Z5S mini NX405H,Android,2,210.0,False,Li-Ion,2000,4,1.2,13,5,16
ZTE,nubia Z7,Android,3,250.0,False,Li-Ion,3000,4,2.5,13,5,32
ZTE,nubia Z7 Max,Android,2,240.0,False,Li-Ion,3100,4,2.5,13,5,32
